date,observed_sewer_outflow_ml
2012-05-17,304.96758401925683
2012-05-18,312.1302342058549
2012-05-19,342.44105861107147
2012-05-20,301.1197621221225
2012-05-21,289.2569055360906
2012-05-22,254.26046827031382
2012-05-23,237.58500067462936
2012-05-24,237.035797234454
2012-05-25,270.5185693167714
2012-05-26,266.4914883220488
2012-05-27,309.7937310107024
2012-05-28,333.35509363768006
2012-05-29,380.18389556509226
2012-05-30,388.69527725198895
2012-05-31,352.0225890102749
2012-06-01,361.1846758829888
2012-06-02,371.07208115585775
2012-06-03,332.6535044211695
2012-06-04,315.7746262180337
2012-06-05,384.7853773832564
2012-06-06,335.9745487564154
2012-06-07,310.36412157591604
2012-06-08,324.9668006330812
2012-06-09,297.7758443110292
2012-06-10,270.0760948721617
2012-06-11,257.4186632228542
2012-06-12,243.86120241053987
2012-06-13,225.70058939723157
2012-06-14,211.5265460406697
2012-06-15,230.94789848255988
2012-06-16,281.64290570142833
2012-06-17,263.0254450291177
2012-06-18,289.8659703408684
2012-06-19,276.3337886999021
2012-06-20,276.15840102103
2012-06-21,256.85077978414506
2012-06-22,242.6735893012471
2012-06-23,275.3223799397772
2012-06-24,256.7457505421441
2012-06-25,232.50793283560304
2012-06-26,219.25725992788892
2012-06-27,265.54892149827214
2012-06-28,241.13199353459044
2012-06-29,231.9803767728654
2012-06-30,246.79153779622817
2012-07-01,224.3256724423665
2012-07-02,259.1802686161168
2012-07-03,259.68425447443263
2012-07-04,232.67113063436207
2012-07-05,273.22806105994744
2012-07-06,251.19233775151585
2012-07-07,236.22781526762944
2012-07-08,222.5146655478721
2012-07-09,260.1327322266496
2012-07-10,243.6525905836911
2012-07-11,244.31322436954684
2012-07-12,222.4013925562684
2012-07-13,212.9511281848441
2012-07-14,192.02565439574337
2012-07-15,189.41168449102736
2012-07-16,189.8084013824026
2012-07-17,183.8582792072132
2012-07-18,172.194469961507
2012-07-19,160.7774401735215
2012-07-20,188.43776918248918
2012-07-21,183.02023163262277
2012-07-22,170.3929489855505
2012-07-23,189.90769190438377
2012-07-24,185.23922822687857
2012-07-25,179.647131556823
2012-07-26,173.3572671600479
2012-07-27,180.3763637881969
2012-07-28,229.26805260896882
2012-07-29,219.52495297725793
2012-07-30,210.44474913107143
2012-07-31,202.90222795848024
2012-08-01,185.45434323501667
2012-08-02,180.38333669300388
2012-08-03,175.03109075731194
2012-08-04,187.2039577142931
2012-08-05,184.454925916492
2012-08-06,198.7098820455491
2012-08-07,191.85199090400926
2012-08-08,180.54012681300833
2012-08-09,205.1668839249792
2012-08-10,192.29865302201193
2012-08-11,181.9568758644229
2012-08-12,182.43865693204708
2012-08-13,181.03411452958562
2012-08-14,166.5254788618644
2012-08-15,191.73666373701718
2012-08-16,189.0074798500153
2012-08-17,186.51277133377056
2012-08-18,177.81199774347064
2012-08-19,172.87281218274748
2012-08-20,166.32991597577615
2012-08-21,171.52773930436885
2012-08-22,173.1754822817306
2012-08-23,184.34522077177573
2012-08-24,217.73800621921984
2012-08-25,209.00534925035961
2012-08-26,280.0400264177945
2012-08-27,254.405063522172
2012-08-28,230.58767215282757
2012-08-29,223.73836149052255
2012-08-30,217.1279521055057
2012-08-31,203.66176521249955
2012-09-01,194.47358208284976
2012-09-02,208.7051570861768
2012-09-03,250.9432006553339
2012-09-04,260.7137583120999
2012-09-05,249.01339928388265
2012-09-06,241.7262292695594
2012-09-07,230.23521873694608
2012-09-08,230.25264612238396
2012-09-09,234.19536866732338
2012-09-10,213.85202868803592
2012-09-11,219.87379394020607
2012-09-12,225.50157027975303
2012-09-13,246.015897139074
2012-09-14,231.7650535072528
2012-09-15,326.53325398841184
2012-09-16,299.4760596377517
2012-09-17,285.185760035272
2012-09-18,282.54312938086963
2012-09-19,284.62127514073353
2012-09-20,267.0762890630878
2012-09-21,267.21533933337804
2012-09-22,249.45313402567655
2012-09-23,242.01707022939866
2012-09-24,239.56095818848357
2012-09-25,251.2377516917321
2012-09-26,240.74374744261738
2012-09-27,234.2288978065904
2012-09-28,217.30467663761857
2012-09-29,209.6883126308173
2012-09-30,191.34066992722822
2012-10-01,189.87812992926888
2012-10-02,188.0865170787268
2012-10-03,171.14004834946107
2012-10-04,171.8712061912089
2012-10-05,174.12314892405487
2012-10-06,174.30009149346466
2012-10-07,174.8502890494211
2012-10-08,179.5858123201398
2012-10-09,179.39567538190647
2012-10-10,170.434249259566
2012-10-11,159.24550197889366
2012-10-12,225.39271485930843
2012-10-13,233.39665889666244
2012-10-14,227.13260055807328
2012-10-15,267.85189789743765
2012-10-16,246.82082941861634
2012-10-17,242.94805811485384
2012-10-18,232.7905094800414
2012-10-19,221.94377919351086
2012-10-20,208.93927903671417
2012-10-21,275.24802399690697
2012-10-22,271.03964705983947
2012-10-23,354.8148618882833
2012-10-24,333.60188201698077
2012-10-25,295.564166921914
2012-10-26,284.9552894619719
2012-10-27,256.9562515488682
2012-10-28,249.0334406051218
2012-10-29,226.21985286982223
2012-10-30,219.40015905038882
2012-10-31,226.24740580182726
2012-11-01,229.08040080766736
2012-11-02,264.30875812421493
2012-11-03,296.8747699213841
2012-11-04,280.3832163106058
2012-11-05,267.3456232519619
2012-11-06,292.8941975800131
2012-11-07,291.29591799172846
2012-11-08,289.94008832094624
2012-11-09,277.9840334429972
2012-11-10,268.49510531688543
2012-11-11,253.02520806249066
2012-11-12,235.74577378582836
2012-11-13,235.65968927908548
2012-11-14,223.75207636007596
2012-11-15,220.03338779810434
2012-11-16,233.96312757439128
2012-11-17,229.68707374581498
2012-11-18,218.4920683935301
2012-11-19,237.60282585580896
2012-11-20,242.11413886058438
2012-11-21,229.02080193783763
2012-11-22,226.809195465098
2012-11-23,215.66922173525643
2012-11-24,233.9378266308824
2012-11-25,258.27877256627653
2012-11-26,259.1032034623699
2012-11-27,252.7023741320598
2012-11-28,256.8539447658708
2012-11-29,251.20577946953455
2012-11-30,249.390917252674
2012-12-01,252.28407911241862
2012-12-02,239.66967260512345
2012-12-03,250.2930937427167
2012-12-04,241.70464035159335
2012-12-05,224.9985297590743
2012-12-06,220.60973738326862
2012-12-07,217.93265802510305
2012-12-08,208.81557646879403
2012-12-09,210.24694767895778
2012-12-10,208.40687944754487
2012-12-11,206.05261261345532
2012-12-12,198.92184914344637
2012-12-13,203.85081688436318
2012-12-14,211.497922826773
2012-12-15,219.92955201709378
2012-12-16,218.98144075183916
2012-12-17,228.37877595715224
2012-12-18,237.34150915319185
2012-12-19,255.99889710147391
2012-12-20,248.85944936222575
2012-12-21,239.45527814295178
2012-12-22,227.61094880614866
2012-12-23,218.29562953260444
2012-12-24,234.8600689492695
2012-12-25,248.5434276536403
2012-12-26,243.11149643646283
2012-12-27,232.99296467261996
2012-12-28,231.47009348770604
2012-12-29,220.519719099078
2012-12-30,211.28507045195968
2012-12-31,238.8650171280495
